0.000000000000000000e+00,-2.604751553653448237e+00,-1.739235686109634083e+00,-1.454223485566233487e+00,-3.029998793721646599e+00,-1.808663344125512440e+00,-8.010457692379031186e-03,1.000000000000000000e+00
6.250781347668458434e-04,-2.603160317911108912e+00,-1.737597240497088302e+00,-1.452310601960511871e+00,-3.033573068471161704e+00,-1.807074944986511111e+00,-8.108158337254482012e-03,1.000000000000000000e+00
1.250156269533691687e-03,-2.601565965389606827e+00,-1.735971224751152286e+00,-1.450380538489951299e+00,-3.037151969080285063e+00,-1.805483432160665647e+00,-8.205972987793616613e-03,1.000000000000000000e+00
1.875234404300537422e-03,-2.599968491343831012e+00,-1.734357676128260195e+00,-1.448433275815157906e+00,-3.040735477304183920e+00,-1.803888801201713799e+00,-8.303904515204543063e-03,1.000000000000000000e+00
2.500312539067383374e-03,-2.598367890958945825e+00,-1.732756631610227416e+00,-1.446468794443247496e+00,-3.044323575037942042e+00,-1.802291047307639671e+00,-8.401953360869279103e-03,1.000000000000000000e+00
3.125390673834229326e-03,-2.596764159439221231e+00,-1.731168128120282867e+00,-1.444487074360278234e+00,-3.047916244753072768e+00,-1.800690165695601364e+00,-8.500119968463181602e-03,1.000000000000000000e+00
3.750468808601074844e-03,-2.595157292008376526e+00,-1.729592202527637568e+00,-1.442488095020842742e+00,-3.051513469503336573e+00,-1.799086151602272254e+00,-8.598404783967478204e-03,1.000000000000000000e+00
4.375546943367921229e-03,-2.593547283909917844e+00,-1.728028891652163113e+00,-1.440471835337524320e+00,-3.055115232930593283e+00,-1.797479000284180284e+00,-8.696808255682617755e-03,1.000000000000000000e+00
5.000625078134766748e-03,-2.591934130407486325e+00,-1.726478232269215152e+00,-1.438438273670146206e+00,-3.058721519270707567e+00,-1.795868707018055677e+00,-8.795330834241305018e-03,1.000000000000000000e+00
5.625703212901612266e-03,-2.590317826785208499e+00,-1.724940261114576767e+00,-1.436387387814861416e+00,-3.062332313359498848e+00,-1.794255267101182216e+00,-8.893972972621611711e-03,1.000000000000000000e+00
6.250781347668458651e-03,-2.588698368348050671e+00,-1.723415014889547736e+00,-1.434319154993047629e+00,-3.065947600638741388e+00,-1.792638675851753183e+00,-8.992735126160118775e-03,1.000000000000000000e+00
6.875859482435304169e-03,-2.587075750422168419e+00,-1.721902530266158582e+00,-1.432233551840017327e+00,-3.069567367162217231e+00,-1.791018928609218630e+00,-9.091617752565743851e-03,1.000000000000000000e+00
7.500937617202149688e-03,-2.585449968355267636e+00,-1.720402843892520961e+00,-1.430130554393539866e+00,-3.073191599601830859e+00,-1.789396020734649762e+00,-9.190621311932756915e-03,1.000000000000000000e+00
8.126015751968996073e-03,-2.583821017516973129e+00,-1.718915992398323711e+00,-1.428010138082161928e+00,-3.076820285253770937e+00,-1.787769947611103527e+00,-9.289746266754215706e-03,1.000000000000000000e+00
8.751093886735842459e-03,-2.582188893299182553e+00,-1.717442012400464568e+00,-1.425872277713323033e+00,-3.080453412044745320e+00,-1.786140704643983002e+00,-9.388993081935779333e-03,1.000000000000000000e+00
9.376172021502687109e-03,-2.580553591116441225e+00,-1.715980940508817998e+00,-1.423716947461274085e+00,-3.084090968538275579e+00,-1.784508287261407977e+00,-9.488362224809187076e-03,1.000000000000000000e+00
1.000125015626953350e-02,-2.578915106406309388e+00,-1.714532813332155570e+00,-1.421544120854778770e+00,-3.087732943941059016e+00,-1.782872690914584224e+00,-9.587854165146030352e-03,1.000000000000000000e+00
1.062632829103637988e-02,-2.577273434629741011e+00,-1.713097667484209330e+00,-1.419353770764589351e+00,-3.091379328109409741e+00,-1.781233911078182297e+00,-9.687469375171306116e-03,1.000000000000000000e+00
1.125140642580322453e-02,-2.575628571271455947e+00,-1.711675539589873285e+00,-1.417145869390725954e+00,-3.095030111555756136e+00,-1.779591943250710795e+00,-9.787208329577573931e-03,1.000000000000000000e+00
1.187648456057007092e-02,-2.573980511840325835e+00,-1.710266466291573861e+00,-1.414920388249489847e+00,-3.098685285455242688e+00,-1.777946782954902050e+00,-9.887071505538528454e-03,1.000000000000000000e+00
1.250156269533691730e-02,-2.572329251869753364e+00,-1.708870484255768485e+00,-1.412677298160285311e+00,-3.102344841652389551e+00,-1.776298425738091602e+00,-9.987059382723217221e-03,1.000000000000000000e+00
1.312664083010376195e-02,-2.570674786918061283e+00,-1.707487630179617355e+00,-1.410416569232162631e+00,-3.106008772667855133e+00,-1.774646867172608777e+00,-1.008717244330994273e-02,1.000000000000000000e+00
1.375171896487060834e-02,-2.569017112568882766e+00,-1.706117940797801324e+00,-1.408138170850150805e+00,-3.109677071705271967e+00,-1.772992102856165264e+00,-1.018741117200056001e-02,1.000000000000000000e+00
1.437679709963745472e-02,-2.567356224431556644e+00,-1.704761452889505868e+00,-1.405842071661302262e+00,-3.113349732658194480e+00,-1.771334128412253461e+00,-1.028777605603426251e-02,1.000000000000000000e+00
1.500187523440429938e-02,-2.565692118141516431e+00,-1.703418203285548715e+00,-1.403528239560522417e+00,-3.117026750117124045e+00,-1.769672939490534391e+00,-1.038826758520250762e-02,1.000000000000000000e+00
1.562695336917114750e-02,-2.564024789360701551e+00,-1.702088228875701992e+00,-1.401196641676086818e+00,-3.120708119376651268e+00,-1.768008531767248925e+00,-1.048888625186270192e-02,1.000000000000000000e+00
1.625203150393799215e-02,-2.562354233777954349e+00,-1.700771566616153807e+00,-1.398847244354916475e+00,-3.124393836442698635e+00,-1.766340900945616132e+00,-1.058963255095284745e-02,1.000000000000000000e+00
1.687710963870483680e-02,-2.560680447109425995e+00,-1.699468253537147922e+00,-1.396480013147570309e+00,-3.128083898039867083e+00,-1.764670042756239621e+00,-1.069050698000608909e-02,1.000000000000000000e+00
1.750218777347168492e-02,-2.559003425098986817e+00,-1.698178326750799716e+00,-1.394094912792942509e+00,-3.131778301618906912e+00,-1.762995952957517876e+00,-1.079151003916535394e-02,1.000000000000000000e+00
1.812726590823852957e-02,-2.557323163518645082e+00,-1.696901823459087577e+00,-1.391691907202664558e+00,-3.135477045364301052e+00,-1.761318627336063258e+00,-1.089264223119745627e-02,1.000000000000000000e+00
1.875234404300537422e-02,-2.555639658168955997e+00,-1.695638780962012593e+00,-1.389270959445216835e+00,-3.139180128201977116e+00,-1.759638061707112122e+00,-1.099390406150844123e-02,1.000000000000000000e+00
1.937742217777222234e-02,-2.553952904879445374e+00,-1.694389236665958531e+00,-1.386832031729708925e+00,-3.142887549807143355e+00,-1.757954251914948030e+00,-1.109529603815796739e-02,1.000000000000000000e+00
2.000250031253906699e-02,-2.552262899509033289e+00,-1.693153228092215246e+00,-1.384375085389361715e+00,-3.146599310612266720e+00,-1.756267193833326745e+00,-1.119681867187421846e-02,1.000000000000000000e+00
2.062757844730591164e-02,-2.550569637946459078e+00,-1.691930792885709245e+00,-1.381900080864650882e+00,-3.150315411815175715e+00,-1.754576883365901452e+00,-1.129847247606879761e-02,1.000000000000000000e+00
2.125265658207275976e-02,-2.548873116110711212e+00,-1.690721968823921229e+00,-1.379406977686102875e+00,-3.154035855387331111e+00,-1.752883316446652850e+00,-1.140025796685184556e-02,1.000000000000000000e+00
2.187773471683960441e-02,-2.547173329951465615e+00,-1.689526793825994577e+00,-1.376895734456763609e+00,-3.157760644082222790e+00,-1.751186489040327698e+00,-1.150217566304676496e-02,1.000000000000000000e+00
2.250281285160644906e-02,-2.545470275449515540e+00,-1.688345305962049903e+00,-1.374366308834299444e+00,-3.161489781443937552e+00,-1.749486397142868688e+00,-1.160422608620575481e-02,1.000000000000000000e+00
2.312789098637329718e-02,-2.543763948617216997e+00,-1.687177543462708540e+00,-1.371818657512724915e+00,-3.165223271815886807e+00,-1.747783036781862975e+00,-1.170640976062465623e-02,1.000000000000000000e+00
2.375296912114014183e-02,-2.542054345498929724e+00,-1.686023544728810997e+00,-1.369252736203767418e+00,-3.168961120349702121e+00,-1.746076404016979167e+00,-1.180872721335848863e-02,1.000000000000000000e+00
2.437804725590698648e-02,-2.540341462171465281e+00,-1.684883348341364773e+00,-1.366668499617835097e+00,-3.172703333014299965e+00,-1.744366494940420287e+00,-1.191117897423667887e-02,1.000000000000000000e+00
2.500312539067383460e-02,-2.538625294744539573e+00,-1.683756993071703345e+00,-1.364065901444581286e+00,-3.176449916605136981e+00,-1.742653305677373643e+00,-1.201376557587830601e-02,1.000000000000000000e+00
2.562820352544067926e-02,-2.536905839361222270e+00,-1.682644517891857205e+00,-1.361444894333073696e+00,-3.180200878753648208e+00,-1.740936832386462463e+00,-1.211648755370803819e-02,1.000000000000000000e+00
2.625328166020752391e-02,-2.535183092198400434e+00,-1.681545961985186688e+00,-1.358805429871508208e+00,-3.183956227936881600e+00,-1.739217071260209524e+00,-1.221934544597114841e-02,1.000000000000000000e+00
2.687835979497437203e-02,-2.533457049467235045e+00,-1.680461364757195097e+00,-1.356147458566539177e+00,-3.187715973487330601e+00,-1.737494018525492345e+00,-1.232233979374962492e-02,1.000000000000000000e+00
2.750343792974121668e-02,-2.531727707413627737e+00,-1.679390765846641598e+00,-1.353470929822097490e+00,-3.191480125602985218e+00,-1.735767670444014366e+00,-1.242547114097749053e-02,1.000000000000000000e+00
2.812851606450806133e-02,-2.529995062318688426e+00,-1.678334205136842838e+00,-1.350775791917805835e+00,-3.195248695357592261e+00,-1.734038023312768351e+00,-1.252874003445687313e-02,1.000000000000000000e+00
2.875359419927490945e-02,-2.528259110499205153e+00,-1.677291722767264126e+00,-1.348061991986876818e+00,-3.199021694711145170e+00,-1.732305073464510903e+00,-1.263214702387383676e-02,1.000000000000000000e+00
2.937867233404175410e-02,-2.526519848308124150e+00,-1.676263359145349296e+00,-1.345329475993539470e+00,-3.202799136520605661e+00,-1.730568817268240078e+00,-1.273569266181390561e-02,1.000000000000000000e+00
3.000375046880859875e-02,-2.524777272135023232e+00,-1.675249154958613262e+00,-1.342578188709963261e+00,-3.206581034550866960e+00,-1.728829251129670563e+00,-1.283937750377867407e-02,1.000000000000000000e+00
3.062882860357544687e-02,-2.523031378406595415e+00,-1.674249151187009677e+00,-1.339808073692651202e+00,-3.210367403485971494e+00,-1.727086371491716843e+00,-1.294320210820150419e-02,1.000000000000000000e+00
